ID,NAME,PRODUCTCODE,DESCRIPTION,QUANTITYSCHEDULETYPE,QUANTITYINSTALLMENTPERIOD,NUMBEROFQUANTITYINSTALLMENTS,REVENUESCHEDULETYPE,REVENUEINSTALLMENTPERIOD,NUMBEROFREVENUEINSTALLMENTS,ISACTIVE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,FAMILY,CURRENCYISOCODE,RECORDTYPEID,EXTERNALDATASOURCEID,EXTERNALID,DISPLAYURL,QUANTITYUNITOFMEASURE,ISDELETED,LASTVIEWEDDATE,LASTREFERENCEDDATE,CATEGORY__C,DISPLAY_NAME__C,STARTING_PRICE__C,ENTITLEMENT_TYPE__C,MSRP__C,PP_BUTTON_ID__C,SCALE__C,DATES_ARE_REQUIRED__C,PRODUCT_GROUP__C,REVENUE_TYPE__C,SALESLOGIX_ID__C,SERVICE_TYPE__C,STATUS__C,SUPPORT_POINTS__C,TOUCHPAPER_IMPORT__C,SAPPRODUCTNUMBER__C,SAP_MATERIAL_DESCRIPTION__C,SAP_PRODUCT_HIERARCHY__C,ASSOCIATED_LICENSE__C,TYPE__C,UNIT__C,DATESREQUIRED__C,DATALOADER_EXTID__C,PRODUCT_ID__C,VERSION_REQUIRED__C,SAP_TYPE__C,SUPPORTPOINTSTYPE__C,BIGMACHINES__PART_NUMBER__C,WAVELINK_PRODUCT__C,BOARD_FAMILY__C,STATUS_ON_PRICE_BOOKS__C,IS_THIRD_PARTY__C,PRODUCT_DELIVERED_BY__C,RENEWABLE__C,SAP_PRODUCT_HIERARCHY_NUMBER__C,NEEDS_ENTITLEMENT__C,CHILD_2__C,CHILD_3__C,COMPONENTS__C,DELIVERY_TARGET__C,FED_GOV__C,HISTORICAL_ID__C,IS_KIT__C,MAINTENANCE_TYPE__C,MONTHS__C,PARENT_KIT__C,PREFERREDSKU__C,PRIORITY_SKU__C,PRODUCT_LINE__C,PRODUCT_TERM__C,QUANTITY_TYPE__C,RENEWALSKUTYPE__C,SHAVLIK_OLD_PRODUCT_CLASS__C,VMWARE_SKU__C,IS_THIRD_PARTY_PRODUCT__C,IS_CLOUD__C,SERVICE_DAYS_PER_UNIT__C,EXEMPT_FROM_PRORATING__C,PRODUCT_TERM_AS_NUMBER__C,RENEWAL_ONLY_SKU__C,SAP_DIVISION__C,TRAINING_SEATS__C,EDUCATION_DISCOUNT_ELIGIBLE__C,EXCLUDE_FROM_QUOTE_TOOL__C,GOVERNMENT_DISCOUNT_ELIGIBLE__C,PRICE_FLOOR__C,RESELLER_DISCOUNT_ELIGIBLE__C,REVENUE_APPROVAL_REQUIRED__C,TUMSUM__C,VERSION__C,FAVORITES_GEOGRAPHY__C,PRICE_INCLUDES_TRAVEL__C,THIRD_PARTY_ENTITLEMENT_OVERRIDE__C,SEARCH_TERMS__C,PRODUCT_NAME_FOR_OUTPUT__C,PRODUCT_LINE_BUSINESS_PLANNING__C,PLATFORM__C,HISTORICAL_ORIGIN__C,CASE_SAFE_ID__C,NO_PRICEBOOKENTRY__C,ECCN__C,BOARD_FAMILY_TEXT_FIELD__C,PRICEBASEDSP__C,SUPPORT_POINTS_2__C,PRORATE_FIRST_YEAR_BOOKING__C,RENEWAL_VOLUME_ONLY_SKU__C,ASSOCIATED_LICENSE_NOT_REQUIRED__C,RENEWALS_APPROVAL_REQUIRED__C,POWERED_BY__C,AVAILABLE_FOR_EVAL__C,EVAL_QUANTITY__C,EVAL_DAYS__C,HISTORIC_RES_FAMILY__C,MINIMUM_QUANTITY__C,NEW_QUOTES_PROHIBITED__C,COUNTRY_DISCOUNT_ELIGIBLE__C,MAX_SPECIAL_DISCOUNT__C,SPECIAL_DISCOUNT_ELIGIBLE__C,UNIFIED_IT_SEGMENT__C
01t30000002FZFBAA4,LANDesk Instant Support Suite Out of Support SUP,,,,,,,,,0,2010-10-16 04:43:32.000,0053000000429iAAAQ,2017-05-19 23:21:51.000,005a0000007zoLxAAI,2017-05-19 23:21:52.000,Other,USD,01230000000ZUr8AAG,,,,,0,,,Other,,,,,,,0,,,,,Active,0,,,,,,,,False,01t200000001AAKAA2,01t30000002FZFBAA4,0,,SUP,,0,Other,,FALSE,,0,,0,,,,,0,,0,,,,,0,,,,,,,0,0,,0,12,0,,,0,0,0,,0,0,0,,,0,0,,,UEM,,,01t30000002FZFBAA4,0,,Other,,0,0,0,0,0,LANDESK,0,,,,,,,,,
01t130000068h9FAAQ,"Ivanti Device and Application Control Subscription, powered by HEAT",DAC-S,Ivanti Device and Application Control Subscription (fka LES Classic). Minimum purchase quantity of 10.,,,,,,,1,2017-06-07 02:41:33.000,005300000042BK4AAM,2018-04-02 16:14:32.000,005a000000AODbIAAX,2018-04-02 16:14:32.000,ES,USD,01230000000ZUr8AAG,,,,,0,,,Heat,,,,,,,1,,,,Subscription,Active,0,,DAC-S,DEVICE + APP CONTROL SUB,,,Subscription,,True,,01t130000068h9FAAQ,0,Subscription,,,0,HT Security,,TRUE,Third Party,1,170104018030000300,1,,,,,0,,0,,,,,0,,12 Months,Workstation,,SUB,LESSV0001,1,0,,0,12,0,80,,1,0,1,60,1,1,0,5.0,,0,0,,,,,,01t130000068h9FAAQ,0,,HT Security,66,66,0,0,0,0,HEAT,0,50,30,,,0,1,,1,
01t30000002FYA5AAO,LD DTM Integ - Generic Connector -Small-MNT,SMDIGENS-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-05-19 23:21:58.000,005a0000007zoLxAAI,2017-05-19 23:21:58.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,157.5,Support,,,,1,,,,Maintenance,Active,157.5,,SMDIGENS-M,LD DTM INTEG - GENERIC CONNECTOR,,SMDIGENS,Maintenance,,True,01t20000000tteMAAQ,01t30000002FYA5AAO,0,Maintenance,Maintenance,SMDIGENS-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYA5AAO,0,,Service Desk,157.5,157.5,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYA6AAO,LD DTM Integ - Generic Connector -Medium-MNT,SMDIGENM-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-05-19 23:21:58.000,005a0000007zoLxAAI,2017-05-19 23:21:58.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,315,Support,,,,1,,,,Maintenance,Active,315,,SMDIGENM-M,LD DTM INTEG - GENERIC CONNECTOR,,SMDIGENM,Maintenance,,True,01t20000000tteNAAQ,01t30000002FYA6AAO,0,Maintenance,Maintenance,SMDIGENM-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYA6AAO,0,,Service Desk,315,315,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYA7AAO,LD DTM Integ - Generic Connector -Large-MNT,SMDIGENL-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-05-19 23:21:58.000,005a0000007zoLxAAI,2017-05-19 23:21:58.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,787.5,Support,,,,1,,,,Maintenance,Active,787.5,,SMDIGENL-M,LD DTM INTEG - GENERIC CONNECTOR,,SMDIGENL,Maintenance,,True,01t20000000tteOAAQ,01t30000002FYA7AAO,0,Maintenance,Maintenance,SMDIGENL-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYA7AAO,0,,Service Desk,787.5,787.5,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYA8AAO,Ivanti DTM Integ - Generic Connector -Enterprise-MNT,SMDIGENE-M,,,,,,,,1,2010-10-16 04:43:15.000,0053000000429iAAAQ,2018-03-05 18:54:23.000,005a000000AODbIAAX,2018-03-05 18:54:23.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1575,Support,,,,1,,,,Maintenance,Active,1750,,SMDIGENE-M,Ivanti DTM INTEG - GENERIC CONNECTOR,,SMDIGENE,Maintenance,,True,01t20000000ttePAAQ,01t30000002FYA8AAO,0,Maintenance,Maintenance,SMDIGENE-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYA8AAO,0,,Service Desk,1750,1750,0,0,0,0,LANDESK,0,,,,,0,1,,1,
01t30000002FYA9AAO,LD Network Integ - Castlerock SNMPc -Small-MNT,SMNICRS-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-05-19 23:21:58.000,005a0000007zoLxAAI,2017-05-19 23:21:58.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,472.5,Support,,,,1,,,,Maintenance,Active,472.5,,SMNICRS-M,LD NETWORK INTEG - CASTLEROCK SNMPC,,SMNICRS,Maintenance,,True,01t20000000tteQAAQ,01t30000002FYA9AAO,0,Maintenance,,SMNICRS-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYA9AAO,0,,Service Desk,472.5,472.5,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAAAA4,LD Network Integ - Castlerock SNMPc -Medium-MNT,SMNICRM-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-05-19 23:21:58.000,005a0000007zoLxAAI,2017-05-19 23:21:58.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,787.5,Support,,,,1,,,,Maintenance,Active,787.5,,SMNICRM-M,LD NETWORK INTEG - CASTLEROCK SNMPC,,SMNICRM,Maintenance,,True,01t20000000tteRAAQ,01t30000002FYAAAA4,0,Maintenance,Maintenance,SMNICRM-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAAAA4,0,,Service Desk,787.5,787.5,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYABAA4,LD Pass Me (Other Supported PMM's)-MNT,SMPMSUP-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-05-19 23:21:58.000,005a0000007zoLxAAI,2017-05-19 23:21:58.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,,Support,,,,0,,,,,Active,0.9,,,,,,Maintenance,,True,01t20000000tteBAAQ,01t30000002FYABAA4,0,,Maintenance,,0,Service Desk,,FALSE,,1,,0,,,,,0,,0,,,,,0,,,,,,,0,0,,0,12,0,80,,0,0,0,,0,1,0,,,0,0,,,ITSM,,,01t30000002FYABAA4,0,,Service Desk,0.9,0.9,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYACAA4,"Ivanti Active Knowledge Server (CB)-MD to LG-MNT, powered by Landesk",SMUPAKML-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:48:55.000,005300000042BK4AAM,2017-11-20 18:48:55.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,2756.25,Support,,,,1,,,,Maintenance,Active,3062.5,,SMUPAKML-M,Ivanti ACTIVE KNOWLEDGE SERVER (CB),,SMUPAKML,Maintenance,,True,01t20000000ttehAAA,01t30000002FYACAA4,0,Maintenance,Maintenance,SMUPAKML-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYACAA4,0,,Service Desk,3062.5,3062.5,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYADAA4,LD Network Integ - Castlerock SNMPc -Large-MNT,SMNICRL-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-05-19 23:21:58.000,005a0000007zoLxAAI,2017-05-19 23:21:58.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1575,Support,,,,1,,,,Maintenance,Active,1575,,SMNICRL-M,LD NETWORK INTEG - CASTLEROCK SNMPC,,SMNICRL,Maintenance,,True,01t20000000tteSAAQ,01t30000002FYADAA4,0,Maintenance,,SMNICRL-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYADAA4,0,,Service Desk,1575,1575,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAEAA4,Ivanti Network Integ - Castlerock SNMPc -Enterprise-MNT,SMNICRE-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:48:45.000,005300000042BK4AAM,2017-11-20 18:48:45.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,2362.5,Support,,,,1,,,,Maintenance,Active,2625,,SMNICRE-M,Ivanti NETWORK INTEG - CASTLEROCK SNMPC,,SMNICRE,Maintenance,,True,01t20000000tteTAAQ,01t30000002FYAEAA4,0,Maintenance,,SMNICRE-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAEAA4,0,,Service Desk,2625,2625,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAFAA4,"Ivanti Active Knowledge Server (CB)-LG to EN-MNT, powered by Landesk",SMUPAKLE-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:48:53.000,005300000042BK4AAM,2017-11-20 18:48:53.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,3150,Support,,,,1,,,,Maintenance,Active,3500,,SMUPAKLE-M,Ivanti ACTIVE KNOWLEDGE SERVER (CB),,SMUPAKLE,Maintenance,,True,01t20000000tteiAAA,01t30000002FYAFAA4,0,Maintenance,,SMUPAKLE-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAFAA4,0,,Service Desk,3500,3500,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAGAA4,"Ivanti Ivanti Service Desk Server (CB)-SM-MD-MNT, powered by Landesk",SMUPSDSM-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:49:40.000,005300000042BK4AAM,2017-11-20 18:49:40.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,945,Support,,,,1,,,,Maintenance,Active,1050,,SMUPSDSM-M,Ivanti SERVICE DESK SERVER (CB),,SMUPSDSM,Maintenance,,True,01t20000000tteUAAQ,01t30000002FYAGAA4,0,Maintenance,Maintenance,SMUPSDSM-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAGAA4,0,,Service Desk,1050,1050,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAHAA4,"Ivanti Ivanti Service Desk Server (CB)-MD to LG-MNT, powered by Landesk",SMUPSDML-M,,,,,,,,1,2010-10-16 04:43:15.000,0053000000429iAAAQ,2018-03-05 18:54:23.000,005a000000AODbIAAX,2018-03-05 18:54:23.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,945,Support,,,,1,,,,Maintenance,Active,1050,,SMUPSDML-M,Ivanti SERVICE DESK SERVER (CB),,SMUPSDML,Maintenance,,True,01t20000000tteVAAQ,01t30000002FYAHAA4,0,Maintenance,Maintenance,SMUPSDML-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAHAA4,0,,Service Desk,1050,1050,0,0,0,0,LANDESK,0,,,,,0,1,,1,
01t30000002FYAIAA4,"Ivanti Ivanti Service Desk Server (CB)-LG to EN-MNT, powered by Landesk",SMUPSDLE-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:49:38.000,005300000042BK4AAM,2017-11-20 18:49:38.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,2835,Support,,,,1,,,,Maintenance,Active,3150,,SMUPSDLE-M,Ivanti SERVICE DESK SERVER (CB),,SMUPSDLE,Maintenance,,True,01t20000000tteWAAQ,01t30000002FYAIAA4,0,Maintenance,Maintenance,SMUPSDLE-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAIAA4,0,,Service Desk,3150,3150,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAJAA4,"Ivanti Customer Service Desk Server (CB)-SM to MD-MNT, powered by Landesk",SMUPCSDSM-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:48:25.000,005300000042BK4AAM,2017-11-20 18:48:25.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,945,Support,,,,1,,,,Maintenance,Active,1050,,SMUPCSDSM-M,Ivanti CUSTOMER SERVICE DESK SERVER (CB),,SMUPCSDSM,Maintenance,,True,01t20000000tteXAAQ,01t30000002FYAJAA4,0,Maintenance,,SMUPCSDSM-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAJAA4,0,,Service Desk,1050,1050,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAKAA4,"Ivanti Customer Service Desk Server (CB)-MD to LG-MNT, powered by Landesk",SMUPCSDML-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:48:24.000,005300000042BK4AAM,2017-11-20 18:48:24.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,945,Support,,,,1,,,,Maintenance,Active,1050,,SMUPCSDML-M,Ivanti CUSTOMER SERVICE DESK SERVER (CB),,SMUPCSDML,Maintenance,,True,01t20000000tteYAAQ,01t30000002FYAKAA4,0,Maintenance,Maintenance,SMUPCSDML-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAKAA4,0,,Service Desk,1050,1050,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYALAA4,"Ivanti Customer Service Desk Server (CB)-LG to EN-MNT, powered by Landesk",SMUPCSDLE-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:48:58.000,005300000042BK4AAM,2017-11-20 18:48:58.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,2835,Support,,,,1,,,,Maintenance,Active,3150,,SMUPCSDLE-M,Ivanti CUSTOMER SERVICE DESK SERVER (CB),,SMUPCSDLE,Maintenance,,True,01t20000000tteZAAQ,01t30000002FYALAA4,0,Maintenance,,SMUPCSDLE-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYALAA4,0,,Service Desk,3150,3150,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAMAA4,"Ivanti Process Pack - Unlimited (CB)-SM to MD-MNT, powered by Landesk",SMUPPPSM-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:49:32.000,005300000042BK4AAM,2017-11-20 18:49:32.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1890,Support,,,,1,,,,Maintenance,Active,2100,,SMUPPPSM-M,Ivanti PROCESS PACK - UNLIMITED (CB),,SMUPPPSM,Maintenance,,True,01t20000000tteaAAA,01t30000002FYAMAA4,0,Maintenance,Maintenance,SMUPPPSM-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAMAA4,0,,Service Desk,2100,2100,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYANAA4,"Ivanti Process Pack - Unlimited (CB)-MD to LG-MNT, powered by Landesk",SMUPPPML-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:46:19.000,005300000042BK4AAM,2017-11-20 18:46:19.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1575,Support,,,,1,,,,Maintenance,Active,1750,,SMUPPPML-M,Ivanti PROCESS PACK - UNLIMITED (CB),,SMUPPPML,Maintenance,,True,01t20000000ttebAAA,01t30000002FYANAA4,0,Maintenance,Maintenance,SMUPPPML-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYANAA4,0,,Service Desk,1750,1750,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAOAA4,"Ivanti Process Pack - Unlimited (CB)-LG to EN-MNT, powered by Landesk",SMUPPPLE-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:49:29.000,005300000042BK4AAM,2017-11-20 18:49:29.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1575,Support,,,,1,,,,Maintenance,Active,1750,,SMUPPPLE-M,Ivanti PROCESS PACK - UNLIMITED (CB),,SMUPPPLE,Maintenance,,True,01t20000000ttecAAA,01t30000002FYAOAA4,0,Maintenance,Maintenance,SMUPPPLE-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAOAA4,0,,Service Desk,1750,1750,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAPAA4,"Ivanti Configuration Manager Server (CB)-SM to MD-MNT, powered by Landesk",SMUPCMSM-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:48:57.000,005300000042BK4AAM,2017-11-20 18:48:57.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1575,Support,,,,1,,,,Maintenance,Active,1750,,SMUPCMSM-M,Ivanti CONFIGURATION MANAGER SERVER (CB),,SMUPCMSM,Maintenance,,True,01t20000000ttedAAA,01t30000002FYAPAA4,0,Maintenance,,SMUPCMSM-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAPAA4,0,,Service Desk,1750,1750,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYAQAA4,"Ivanti Configuration Manager Server (CB)-MD to LG-MNT, powered by Landesk",SMUPCMML-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:46:22.000,005300000042BK4AAM,2017-11-20 18:46:22.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1575,Support,,,,1,,,,Maintenance,Active,1750,,SMUPCMML-M,Ivanti CONFIGURATION MANAGER SERVER (CB),,SMUPCMML,Maintenance,,True,01t20000000tteeAAA,01t30000002FYAQAA4,0,Maintenance,Maintenance,SMUPCMML-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYAQAA4,0,,Service Desk,1750,1750,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYARAA4,"Ivanti Configuration Manager Server (CB)-LG to EN-MNT, powered by Landesk",SMUPCMME-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:50:05.000,005300000042BK4AAM,2017-11-20 18:50:05.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1575,Support,,,,1,,,,Maintenance,Active,1750,,SMUPCMME-M,Ivanti CONFIG MANAGER SERVER - LE - MNT,,SMUPCMME,Maintenance,,True,01t20000000ttefAAA,01t30000002FYARAA4,0,Maintenance,,SMUPCMME-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYARAA4,0,,Service Desk,1750,1750,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYASAA4,"Ivanti Active Knowledge Server (CB)-SM to MD-MNT, powered by Landesk",SMUPAKSM-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:48:56.000,005300000042BK4AAM,2017-11-20 18:48:56.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,1575,Support,,,,1,,,,Maintenance,Active,1750,,SMUPAKSM-M,Ivanti ACTIVE KNOWLEDGE SERVER (CB),,SMUPAKSM,Maintenance,,True,01t20000000ttegAAA,01t30000002FYASAA4,0,Maintenance,,SMUPAKSM-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYASAA4,0,,Service Desk,1750,1750,0,0,0,0,LANDESK,0,,,,,,,,,
01t30000002FYATAA4,"Ivanti Resource Manager Server (CB)-SM to MD-MNT, powered by Landesk",SMUPRMSM-M,,,,,,,,0,2010-10-16 04:43:15.000,0053000000429iAAAQ,2017-11-20 18:49:36.000,005300000042BK4AAM,2017-11-20 18:49:36.000,Service Desk,USD,01230000000ZUr8AAG,,,,,0,,,IT Service Management,,787.5,Support,,,,1,,,,Maintenance,Active,875,,SMUPRMSM-M,Ivanti RESOURCE MANAGER SERVER (CB),,SMUPRMSM,Maintenance,,True,01t20000000ttejAAA,01t30000002FYATAA4,0,Maintenance,,SMUPRMSM-M,0,Service Desk,,FALSE,LANDesk,1,100302051030000200,1,,,,,0,,0,,,,,0,,12 Months,,,,,0,0,,0,12,0,80,,1,0,1,,1,0,0,,,0,0,,,ITSM,,,01t30000002FYATAA4,0,,Service Desk,875,875,0,0,0,0,LANDESK,0,,,,,,,,,
