New_Deal_Count,Product_Family,Product_Code,Product_Name
21,Protect,SKPR-NPFB7XW-ENH1-ISUB,VMware vCenter Protect Feature Upgrade for Workstation: Term License + Production Support/Subscription for 1 year
1,Protect,SKPR-NPFB7XW-ENH2-ISUB,VMware vCenter Protect Feature Upgrade for Workstation: Term License + Production Support/Subscription for 2 years
2,Protect,SKPR-NPFB7XWG-DEF1-ISUB,U.S. Federal VMware vCenter Protect Feature Upgrade for Workstation: Term License + Basic Support/Subscription for 1 year
6,Protect,SKPR-NPFB7XWG-ENH1-ISUB,U.S. Federal VMware vCenter Protect Feature Upgrade for Workstation: Term License + Production Support/Subscription for 1 year
1,Protect,SKSC-NC4XC-ADD,Shavlik Legacy - Configure 4.0 Console (Add On)
58,Protect,SKSC-NC4XS-ADD,Configure 4.0 for Servers (Add On)
2,Protect,SKSC-NC4XSG-ADD,Configure 4.0 Gov't Edition for Servers (Add On)
9,Protect,SKSC-NC4XSG-PPL,Component Gov't Edition:  Configure 4.0 Gov't Edition for Servers
44,Protect,SKSC-NC4XS-PPL,Shavlik Legacy - Configure 4.0 for Servers
1,Protect,SKSC-NC4XS-XSP,Configure 4.0 XSP Mo. Subscription - Servers (Ongoing)
1,Protect,SKSC-NC4XS-XSP,Shavlik Legacy - Configure 4.0 XSP Monthly Subscription for Servers
112,Protect,SKSC-NC4XW-ADD,Configure 4.0 for Workstations (Add On)
10,Protect,SKSC-NC4XWG-PPL,Component Gov't Edition:  Configure 4.0 Gov't Edition for Workstations
23,Protect,SKSC-NC4XW-PPL,Shavlik Legacy - Configure 4.0 for Workstations
1,Protect,SKSC-NC4XW-XSP,Shavlik Legacy - Configure 4.0 XSP Monthly Subscription for Workstations
1,Protect,SKSC-NC4XW-XSP,Configure 4.0 XSP Mo. Subscription - Workstations (Ongoing)
7,Protect,SKSS-SSFS-ADD,Security Suite for Servers (Add On)
2,Protect,SKSS-SSFSG-ADD,Security Suite Gov't Edition for Servers (Add On)
1,Protect,SKSS-SSFSGAV-PPL,Security Suite Gov't Edition + AV for Servers
1,Protect,SKSS-SSFSGPM-PPL,Security Suite Gov't Edition + PM for Servers
2,Protect,SKSS-SSFSGPM-UPG,Upgrade to Security Suite Gov't Edition + PM (Servers)
37,Protect,SKSS-SSFSG-PPL,U.S. Federal Shavlik Protect Essentials Government Edition for Server + Configure
4,Protect,SKSS-SSFSG-UPG,Upgrade to Security Suite Gov't Edition (Servers)
7,Protect,SKSS-SSFS-PPL,Security Suite for Servers
3,Protect,SKSS-SSFW-ADD,Security Suite for Workstations (Add On)
3,Protect,SKSS-SSFWG-ADD,Security Suite Gov't Edition for Workstations (Add On)
1,Protect,SKSS-SSFWGAV-PPL,Security Suite Gov't Edition + AV for Workstations
1,Protect,SKSS-SSFWGPM-PPL,Security Suite Gov't Edition + PM for Workstations
2,Protect,SKSS-SSFWGPM-UPG,Upgrade to Security Suite Gov't Edition + PM (Workstations)
36,Protect,SKSS-SSFWG-PPL,U.S. Federal Shavlik Protect Essentials Government Edition for Workstation + Configure
4,Protect,SKSS-SSFWG-UPG,Upgrade to Security Suite Gov't Edition (Workstations)
4,Protect,SKSS-SSFW-PPL,Security Suite for Workstations
1,Protect,SKTS-STD-LAT,Late Renewal Penalty
17,Protect,S-PP-3P-TLSS-C,"Ivanti Protect Power Pack Add-On: Term License + Support/Subscription for 3 Years, powered by Shavlik"
31,Protect,S-PP-P-TLSS-C,"Ivanti Protect Power Pack Add-On: Term License + Support/Subscription for 1 Year, powered by Shavlik"
3,Protect,S-PP-P-TLSS-F,"U.S. Federal Ivanti Protect Power Pack Add-On: Term License + Support/Subscription for 1 Year, powered by Shavlik"
2,Protect,S-PWS-CSL-L,"Ivanti Patch for Windows Console License, powered by Shavlik"
6,Protect,S-PWS-PP-S,"Ivanti Patch for Windows Power Pack Add-On (fka Protect) Subscription, powered by Shavlik"
1,Protect,S-PWS-PP-S3,"Ivanti Patch for Windows Power Pack Add-On (fka Protect): Subscription 3Y, powered by Shavlik"
1,Protect,S-PWS-PP-S-F,"U.S. Federal Ivanti Patch for Windows Power Pack Add-On (fka Protect) Subscription, powered by Shavlik"
200,Protect,S-PWS-SV-L,"Ivanti Patch for Windows for Server License, powered by Shavlik (fka Shavlik Protect)"
3,Protect,S-PWS-SV-L-F,"U.S. Federal Ivanti Patch for Windows for Server License, powered by Shavlik (fka Shavlik Protect)"
47,Protect,S-PWS-SV-S,"Ivanti Patch for Windows for Server (fka Protect) Subscription, powered by Shavlik"
3,Protect,S-PWS-SV-S3,"Ivanti Patch for Windows for Server (fka Protect): Subscription 3Y, powered by Shavlik"
1,Protect,S-PWS-SV-S-F,"U.S. Federal Ivanti Patch for Windows for Server (fka Protect) Subscription, powered by Shavlik"
151,Protect,S-PWS-WS-L,"Ivanti Patch for Windows for Workstation License, powered by Shavlik (fka Shavlik Protect)"
2,Protect,S-PWS-WS-L-F,"U.S. Federal Ivanti Patch for Windows for Workstations License, powered by Shavlik (fka Shavlik Protect)"
41,Protect,S-PWS-WS-S,"Ivanti Patch for Windows for Workstations (fka Protect) Subscription, powered by Shavlik"
7,Protect,S-PWS-WS-S3,"Ivanti Patch for Windows for Workstations (fka Protect): Subscription 3Y, powered by Shavlik"
1,Protect,S-PWS-WS-S-F,"U.S. Federal Ivanti Patch for Windows for Workstations (fka Protect) Subscription, powered by Shavlik"
13,PROTECT,S-SGE-SV-F,U.S. Federal Shavlik Protect Standard Government Edition for Server
9,Protect,S-SGE-WS-F,U.S. Federal Shavlik Protect Standard Government Edition for Workstation
4,Protect,S-STD-SV-2G-TLSS-C,Shavlik Protect Standard for Server: Term License + Basic Support/Subscription for 2 years
2,PROTECT,S-STD-SV-2P-TLSS-C,"Ivanti Protect Standard for Server: Term License + Support/Subscription for 2 years, powered by Shavlik"
14,PROTECT,S-STD-SV-3G-TLSS-C,Shavlik Protect Standard for Server: Term License + Basic Support/Subscription for 3 years
23,PROTECT,S-STD-SV-3P-TLSS-C,"Ivanti Protect Standard for Server: Term License + Support/Subscription for 3 years, powered by Shavlik"
1,Protect,S-STDSV3PTLSS-C-R,"Ivanti Protect Standard for Server: Term License + Support/Subscription for 3 years - Renewal, powered by Shavlik"
1240,Protect,S-STD-SV-C,"Ivanti Protect Standard for Server, powered by Shavlik"
3,Protect,S-STD-SV-C-PROMO,Shavlik Protect Standard for Server - Promotion - Existing LANDesk Customers Only
117,Protect,S-STD-SV-F,"U.S. Federal Ivanti Protect Standard for Server, powered by Shavlik"
286,PROTECT,S-STD-SV-G-TLSS-C,Shavlik Protect Standard for Server: Term License + Basic Support/Subscription for 1 year
1,Protect,S-STDSVGTLSS-C-R,Shavlik Protect Standard for Server: Term License + Basic Support/Subscription for 1 year - Renewal
1,Protect,S-STD-SV-G-TLSS-F,U.S. Federal Shavlik Protect Standard for Server: Term License + Basic Support/Subscription for 1 year
141,Protect,S-STD-SV-P-TLSS-C,"Ivanti Protect Standard for Server: Term License + Support/Subscription for 1 year, powered by Shavlik"
3,Protect,S-STD-SV-P-TLSS-F,"U.S. Federal Ivanti Protect Standard for Server: Term License + Support/Subscription for 1 year, powered by Shavlik"
18,Protect,S-STDSV-TLSS-MSP,"Ivanti Protect Standard for Server: Term License + Support/Subscription for 1 Month - MSP, powered by Shavlik"
1,Protect,S-STD-WS-2G-TLSS-C,Shavlik Protect/Empower Standard for Workstation: Term License + Basic Support/Subscription for 2 years
3,PROTECT,S-STD-WS-2P-TLSS-C,"Ivanti Protect/Empower Standard for Workstation: Term License + Support/Subscription for 2 years, powered by Shavlik"
1,Protect,S-STDWS2PTLSS-F-R,"U.S. Federal Ivanti Protect/Empower Stndrd for Workstation: Term Licnse+ Supp/Subscription for 2yr-Renewal, powered by Shavlik"
22,Protect,S-STD-WS-3G-TLSS-C,Shavlik Protect/Empower Standard for Workstation: Term License + Basic Support/Subscription for 3 years
24,PROTECT,S-STD-WS-3P-TLSS-C,"Ivanti Protect/Empower Standard for Workstation: Term License + Support/Subscription for 3 years, powered by Shavlik"
1,Protect,S-STDWS3PTLSS-C-R,"Ivanti Protect/Empower Standard for Workstation:Term License+ Support/Subscription for 3 yrs-Renewal, powered by Shavlik"
901,PROTECT,S-STD-WS-C,"Ivanti Protect Standard for Workstation, powered by Shavlik"
84,PROTECT,S-STD-WS-F,"U.S. Federal Ivanti Protect Standard for Workstation, powered by Shavlik"
266,Protect,S-STD-WS-G-TLSS-C,Shavlik Protect/Empower Standard for Workstation: Term License + Basic Support/Subscription for 1 year
128,Protect,S-STD-WS-P-TLSS-C,"Ivanti Protect/Empower Standard for Workstation: Term License + Support/Subscription for 1 year, powered by Shavlik"
1,Protect,S-STD-WS-P-TLSS-F,"U.S. Federal Ivanti Protect/Empower Stndrd for Workstation:Term License+ Supp/Subscription for 1yr, powered by Shavlik"
7,Protect,S-STDWS-TLSS-MSP,"Ivanti Protect/Empower Standard for Workstation: Term License + Support/Subscription for 1 Month - MSP, powered by Shavlik"
5,Protect,VP-ADV-SV-2G-TLSS-C,Shavlik Protect Advanced for Server: Term License + Basic Support/Subscription for 2 years
2,Protect,VP-ADV-SV-2P-TLSS-C,Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 2 years
5,Protect,VP-ADV-SV-3G-TLSS-C,Shavlik Protect Advanced for Server: Term License + Basic Support/Subscription for 3 years
17,Protect,VP-ADV-SV-3P-TLSS-C,Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 3 years
1,Protect,VP-ADV-SV-3P-TLSS-F,U.S. Federal Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 3 years
31,Protect,VP-ADV-SV-G-TLSS-C,Shavlik Protect Advanced for Server: Term License + Basic Support/Subscription for 1 year
37,Protect,VP-ADV-SV-P-TLSS-C,Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 1 year
2,Protect,VP-ADV-SV-P-TLSS-F,U.S. Federal Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 1 year
3,Protect,VP-ADV-WS-2G-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Basic Support/Subscription for 2 years
4,Protect,VP-ADV-WS-3G-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Basic Support/Subscription for 3 years
14,Protect,VP-ADV-WS-3P-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 3 years
1,Protect,VP-ADV-WS-3P-TLSS-F,U.S. Federal Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 3 years
17,Protect,VP-ADV-WS-G-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Basic Support/Subscription for 1 year
21,Protect,VP-ADV-WS-P-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 1 year
1,Protect,VP-ADV-WS-P-TLSS-F,U.S. Federal Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 1 year
1,Protect,VP-CSL-2G-TLSS-C,Shavlik Protect Console: Term License + Basic Support/Subscription for 2 years
1,Protect,VP-CSL-2P-TLSS-C,Shavlik Protect Console: Term License + Production Support/Subscription for 2 years
2,Protect,VP-CSL-3P-TLSS-C,Shavlik Protect Console: Term License + Production Support/Subscription for 3 years
35,Protect,VP-CSL-C,Shavlik Protect Console
9,Protect,VP-CSL-F,U.S. Federal Shavlik Protect Console
3,Protect,VP-CSL-G-TLSS-C,Shavlik Protect Console: Term License + Basic Support/Subscription for 1 year
1,Protect,VP-CSL-G-TLSS-F,U.S. Federal Shavlik Protect Console: Term License + Basic Support/Subscription for 1 year
11,Protect,VP-CSL-P-TLSS-C,Shavlik Protect Console: Term License + Production Support/Subscription for 1 year
1,Protect,VP-CSL-P-TLSS-F,U.S. Federal Shavlik Protect Console: Term License + Production Support/Subscription for 1 year
1,Protect,VP-FAO-SV-3P-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Production Support/Subscription for 3 years
9,Protect,VP-FAO-SV-G-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Basic Support/Subscription for 1 year
1,Protect,VP-FAO-SV-G-TLSS-F,U.S. Federal Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Basic Support/Subscription for 1 year
6,Protect,VP-FAO-SV-P-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Production Support/Subscription for 1 year
2,Protect,VP-FAO-SV-P-TLSS-F,U.S. Federal Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Production Support/Subscription for 1 year
1,Protect,VP-FAO-WS-2G-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Workstation: Term License + Basic Support/Subscription for 2 years
1,Protect,VP-FAO-WS-3P-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Workstation: Term License + Production Support/Subscription for 3 years
7,Protect,VP-FAO-WS-G-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Workstation: Term License + Basic Support/Subscription for 1 year
1,Protect,VP-FAO-WS-G-TLSS-F,U.S. Federal Shavlik Protect Standard to Advanced Feature Add-On for Workstation: Term License + Basic Support/Subscription for 1 year
7,Protect,VP-FAO-WS-P-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Workstation: Term License + Production Support/Subscription for 1 year
3,Protect,VP-FAO-WS-P-TLSS-F,U.S. Federal Shavlik Protect Standard to Advanced Feature Add-On for Workstation: Term License + Production Support/Subscription for 1 year
1,Protect,VP-SGE-SV-F,U.S. Federal Shavlik Protect Standard Government Edition for Server
2,Protect,VP-SGE-WS-F,U.S. Federal Shavlik Protect Standard Government Edition for Workstation
3,Protect,VP-STD-SV-2G-TLSS-C,Shavlik Protect Standard for Server: Term License + Basic Support/Subscription for 2 years
1,Protect,VP-STD-SV-2P-TLSS-C,Shavlik Protect Standard for Server: Term License + Production Support/Subscription for 2 years
14,Protect,VP-STD-SV-3G-TLSS-C,Shavlik Protect Standard for Server: Term License + Basic Support/Subscription for 3 years
6,Protect,VP-STD-SV-3P-TLSS-C,Shavlik Protect Standard for Server: Term License + Production Support/Subscription for 3 years
313,Protect,VP-STD-SV-C,Shavlik Protect Standard for Server
22,Protect,VP-STD-SV-F,U.S. Federal Shavlik Protect Standard for Server
84,Protect,VP-STD-SV-G-TLSS-C,Shavlik Protect Standard for Server: Term License + Basic Support/Subscription for 1 year
71,Protect,VP-STD-SV-P-TLSS-C,Shavlik Protect Standard for Server: Term License + Production Support/Subscription for 1 year
2,Protect,VP-STD-SV-P-TLSS-F,U.S. Federal Shavlik Protect Standard for Server: Term License + Production Support/Subscription for 1 year
1,Protect,VP-STD-WS-2G-TLSS-C,Shavlik Protect Standard for Workstation: Term License + Basic Support/Subscription for 2 years
1,Protect,VP-STD-WS-2P-TLSS-C,Shavlik Protect Standard for Workstation: Term License + Production Support/Subscription for 2 years
9,Protect,VP-STD-WS-3G-TLSS-C,Shavlik Protect Standard for Workstation: Term License + Basic Support/Subscription for 3 years
5,Protect,VP-STD-WS-3P-TLSS-C,Shavlik Protect Standard for Workstation: Term License + Production Support/Subscription for 3 years
158,Protect,VP-STD-WS-C,Shavlik Protect Standard for Workstation
16,Protect,VP-STD-WS-F,U.S. Federal Shavlik Protect Standard for Workstation
67,Protect,VP-STD-WS-G-TLSS-C,Shavlik Protect Standard for Workstation: Term License + Basic Support/Subscription for 1 year
1,Protect,VP-STD-WS-G-TLSS-F,U.S. Federal Shavlik Protect Standard for Workstation: Term License + Basic Support/Subscription for 1 year
50,Protect,VP-STD-WS-P-TLSS-C,Shavlik Protect Standard for Workstation: Term License + Production Support/Subscription for 1 year
5,RES ITSM,AUTO DSK MSP,Ivanti Automation for Desktop - MSP Usage Per Month for Desktop
6,RES ITSM,AUTO SVR MSP,Ivanti Automation for Server - MSP Usage Per Month for Server
8,RES ITSM,AUTO-D-P-L,"Ivanti Automation for Desktops License, Powered by RES"
4,RES ITSM,AUTO-DS-P-L,"Ivanti Automation for Datacenter Server License, Powered by RES"
1,RES ITSM,AUTO-SITE-CORP-P-L,"Automation Corporate Site License, Powered by RES"
1,RES ITSM,AUTO-SITE-P-L,"Automation Company Size Site License, Powered by RES"
1,RES ITSM,IDAM MSP,Ivanti Identity Director Access Module - MSP Usage Per Month
1,RES ITSM,IDA-P-L,"Identity Director Access Perpetual per User License, Powered by RES"
2,RES ITSM,IDIM MSP,Ivanti Identity Director Identity Module - MSP Usage Per Month
1,RES ITSM,IDI-P-L,"Identity Director Identity Perpetual per User License, Powered by RES"
6,RES ITSM,MIN MSP,Minimum order charge per month per MSP Reseller
1,RES ITSM,RESACS10LIC,"RES ONE Automation for company size 5,001 - 10,000"
7,RES ITSM,RESACS1LIC,"RES ONE Automation for company size 1 - 1,000"
3,RES ITSM,RESACS5LIC,"RES ONE Automation for company size 2,501 - 5,000"
1,RES ITSM,RESAMELIC,RES Automation Manager per license
431,RES ITSM,RESAPLIC,RES ONE Automation for Desktop Pack (10)
353,RES ITSM,RESASLIC,RES ONE Automation for Datacenter Server
36,RES ITSM,RESMENTLIC,"Identity Director Access, Identity Director Identity, Automation Desktop License, Workspace Governance, Workspace Security, Workspac"
28,RES ITSM,RESMIDALIC,RES ONE Identity Director Access Mod
16,RES ITSM,RESMIDILIC,RES ONE Identity Director Identity Mod
289,RES ITSM,RESMIDMLIC,"RES ONE Identity Acces, RES ONE Identity Identity, RES ONE Automation Desktop License"
540,RES ITSM,RESMWADLIC,RES ONE Automation for Desktop (priced per desktop)
1,RES ITSM,RESWBGUCLIC,RES Upg Bronze to Gold Conc LIC
2,RES ITSM,WC MSP,Ivanti Workspace Control All Modules - MSP
322,RES UEM,RESADRSP,RES ONE Automation RSP per mo Desktop
6,RES UEM,RESAMEASP,RES Automation Manager RSP
4,RES UEM,RESASPAF,Ivanti Renewal Administrative Fee
1004,RES UEM,RESMENTLIC,"Identity Director Access, Identity Director Identity, Automation Desktop License, Workspace Governance, Workspace Security, Workspac"
124,RES UEM,RESMWACNLIC,RES ONE Workspace All Modules Combined (3+1)
72,RES UEM,RESMWCCLIC,RES ONE Workspace Composition Module
181,RES UEM,RESMWCNLIC,RES ONE Workspace Composition Module
26,RES UEM,RESMWGCLIC,RES ONE Workspace Governance Module
49,RES UEM,RESMWGNLIC,RES ONE Workspace Governance Module
47,RES UEM,RESMWSCLIC,RES ONE Workspace Security Module
97,RES UEM,RESMWSNLIC,RES ONE Workspace Security Module
1300,RES UEM,RESVDXLIC,RES Virtual Desktop Extender + 1st yr Premium 24/7 SA
1300,RES UEM,RESVDXLIC,RES Virtual Desktop Extender
1300,RES UEM,RESVDXLIC,RES Virtual Desktop Extender + 1st yr SA
650,RES UEM,RESVDXLIC,RES Virtual Desktop Extender Premium
282,RES UEM,RESWBCLIC,"Ivanti Workspace Control Bronze - Concurrent User, powered by RES"
708,RES UEM,RESWBNLIC,"Ivanti Workspace Control Bronze - Named User, powered by RES"
1356,RES UEM,RESWGCLIC,"Ivanti Workspace Control Gold - Concurrent User, powered by RES"
942,RES UEM,RESWGNLIC,"Ivanti Workspace Control Gold - Named User, powered by RES"
262,RES UEM,RESWSCLIC,"Ivanti Workspace Control Silver - Concurrent User, powered by RES"
571,RES UEM,RESWSNLIC,"Ivanti Workspace Control Silver - Named User, powered by RES"
3,RES UEM,VDX LIC,"Ivanti Virtual Desktop Extender, powered by RES"
3,RES UEM,WC LIC 00 F,"Ivanti Workspace Control All Modules - Named User, powered by RES"
21,RES UEM,WCC LIC 00 F,"Ivanti Workspace Control Composition Module - Named User, powered by RES"
6,RES UEM,WCC LIC 00 T,"Ivanti Workspace Control Composition Module - Concurrent User, powered by RES"
4,RES UEM,WCG LIC 00 F,"Ivanti Workspace Control Governance Module - Named User, powered by RES"
2,RES UEM,WCG LIC 00 T,"Ivanti Workspace Control Governance Module - Concurrent User, powered by RES"
11,RES UEM,WCS LIC 00 F,"Ivanti Workspace Control Security Module - Named User, powered by RES"
3,RES UEM,WCS LIC 00 T,"Ivanti Workspace Control Security Module - Concurrent User, powered by RES"
45,SCCM,HDTCL0001,"Ivanti PatchLink for MSSC Desktop Perpetual License - Powered by HEAT, Volume Only"
23,SCCM,HDTSV0001,"Ivanti PatchLink for MSSC Desktop 1Yr Subscription - Powered by HEAT, Volume/Renewal Only"
10,SCCM,HDTSV0003,"Ivanti PatchLink for MSSC Desktop 3Yr Subscription - Powered by HEAT, Volume/Renewal Only"
9,SCCM,HMDCL0001,"Ivanti PatchLink for MSSC Datacenter Perpetual License - Powered by HEAT, Volume Only"
1,SCCM,HMDSV0001,HEAT PatchLink for MSSC Datacenter Subscription
14,SCCM,PDTSV0001,"Ivanti Patch Manager DeskTop 1Yr Subscription - Powered by HEAT, Volume/Renewal Only"
1,SCCM,PMDCL0001,"Ivanti Patch Manager DC for SCCM NonWin Perpetual License - Powered by HEAT, Volume Only"
3,SCCM,PMDSL0001,Patch Manager DataCenter for SCCM Non-Win Platform
4,SCCM,PMDSV0001,"Ivanti Patch Manager DC for SCCM NonWin 1Yr Subscription - Powered by HEAT, Volume/Renewal Only"
2,SCUPDATES,S-SCUP-2G-TLSS-C,"Ivanti Patch for Microsoft System Center: Term License + Support for 2 year, powered by Shavlik"
17,SCUPDATES,S-SCUP-3G-TLSS-C,"Ivanti Patch for Microsoft System Center: Term License + Support for 3 year, powered by Shavlik"
1,SCUPDATES,S-SCUP-3G-TLSS-F,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 3 year, powered by Shavlik"
30,SCUPDATES,S-SCUP-G-TLSS-C,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year, powered by Shavlik"
3,SCUPDATES,S-SCUP-G-TLSS-F,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 1 year, powered by Shavlik"
103,Security Suite,ENDSA-L,Medalsoft Endpoint Security Audit Lic
13,Security Suite,LD-FDCC-S,"Ivanti FDCC Scanner and Content, powered by Landesk"
16,Security Suite,LDMS-SS-ACA-I,Academic Alliance - School BuiIvantiing - Management Suite & Security Suite
2,Security Suite,LDMS-SS-ACA-II,Academic Alliance - Other BuiIvantiing - Management Suite & Security Suite
41,Security Suite,LDNAC-L,LANDESK NETWORK ACCESS CONTROL
41,Security Suite,LDNAC-L,Network Access Control Add-on to IvantiSS
1,Security Suite,LDPDCC-L,LANDESK PROTECT FOR DC CONSOLE LIC
1,Security Suite,LDPDCS-L,LANDESK PROTECT FOR DC SERVER LIC
89,Security Suite,LDSS-E,"Ivanti Security Suite FTE, powered by Landesk"
1425,Security Suite,LDSS-L,"Ivanti Security Suite (Stand Alone Product), powered by Landesk"
1030,Security Suite,LDSS-L-LDMS,"Endpoint Security (formerly Security Suite) add-on to Endpoint Manager, powered by Landesk (formerly Management Suite)"
40,Security Suite,LDSS-L-LDPM,"Ivanti Security Suite - License Upgrade from Patch (Mid-term Only), powered by Landesk"
69,Security Suite,LDSS-L-MSP,"Ivanti Security Suite MSP-Stand Alone, powered by Landesk"
13,Security Suite,LDSS-L-PROMO,"Ivanti Security Suite License Promo, powered by Landesk"
3503,Security Suite,LDSS-S,"Ivanti Security Suite - Subscription, powered by Landesk"
5,Security Suite,LDSS-S-E,LD SECURITY SUITE FTE-SUB
14,Security Suite,LDSS-S-LDPM,"Ivanti Security Suite - Subscription Upgrade from Patch (Mid-term Only), powered by Landesk"
150,Security Suite,LDSS-S-MSP,"Ivanti Endpoint Security for Endpoint Manager Monthly MSP-Add On, powered by Landesk"
6,Security Suite,LDUSBDC-L,Ivanti USB Device Control License
1,Security Suite,LDUSBDC-M,Ivanti USB Device Control Maintenance
8,Server Manager,LDSV-E,"Ivanti Server Manager FTE, powered by Landesk"
986,Server Manager,LDSV-L,"Ivanti Server Manager, powered by Landesk"
21,Service Desk,LDPCAC-L,Password Central Adv Connector
93,Service Desk,LDPCB-L,Password Central Basic License
24,Service Desk,LDPCB-M,PW Central Basic Mnt
4,Service Desk,LDPCSMS-L,PW Central SMS Lic
2,Service Desk,LDPS-L,LANDESK PASSWORD STATION LICENSE
1,Service Desk,LDPS-M,LANDESK PASSWORD STATION MNT
1,Service Desk,LDSD-AKA,ActiveKnowledge Analyst
1,Service Desk,LDSD-AKA,LANDesk ActiveKnowledge Analyst
3,Service Desk,LDSD-AKS,ActiveKnowledge Server
3,Service Desk,LDSD-AKS,LANDesk ActiveKnowledge Server
3,Service Desk,LDSD-AKU,Ivanti ActiveKnowledge User
5,Service Desk,LDSD-CMA,"Ivanti ConfigurationManager Analyst, powered by Landesk"
29,Service Desk,LDSDCONUSR-L,"Ivanti Service Desk Console User, powered by Landesk"
6,Service Desk,LDSD-CTI,CTI Server
4,Service Desk,LDSD-CTIA,CTI Analyst
164,Service Desk,LDSDENDUSR-L,"Ivanti Service Desk End User, powered by Landesk"
2,Service Desk,LDSDHDST-L,"Ivanti HelpDesk Analyst Seat, powered by Landesk"
1,Service Desk,LDSD-MIA,"Ivanti Management Information Analyst, powered by Landesk"
1,Service Desk,LDSD-MIS,"Ivanti Management Information Server, powered by Landesk"
1,Service Desk,LDSD-NMMS,"Ivanti NetworkManager Multiple Site, powered by Landesk"
1,Service Desk,LDSD-PA,"Ivanti Process Approver, powered by Landesk"
3,Service Desk,LDSD-PPKS,"Ivanti ProcessPacks, powered by Landesk"
2,Service Desk,LDSD-RMS,"Ivanti ResourceManager Server, powered by Landesk"
26,Service Desk,LDSDSVCON-L,"Ivanti Service Desk Server Console, powered by Landesk"
434,Service Desk,SDANCON-L,"Ivanti Service Desk Concurrent Analyst License, powered by Landesk"
2,Service Desk,SDANCON-L-CZCH,"Ivanti Service Desk Con Analyst Lic - Czch Only, powered by Landesk"
2,Service Desk,SDANCON-L-PROMO,"Ivanti Service Desk Concurrent Analyst Li Promo, powered by Landesk"
1,Service Desk,SDANCON-MSP,"Ivanti Service Desk Stnd Concurrent Analyst MSP, powered by Landesk"
4,Service Desk,SDANCON-S,"Ivanti Service Desk Con Analyst Sub, powered by Landesk"
2,Service Desk,SDANCONUPG-L,"Ivanti Service Desk Concurrent Analyst Upgrade License (from a previous version), powered by Landesk"
3,Service Desk,SDANENTCON-MSP,"Ivanti Service Desk Ent Concurrent Analyst MSP, powered by Landesk"
3,Service Desk,SDANENTFXD-MSP,"Ivanti Service Desk Enterprise Fixd Analyst MSP, powered by Landesk"
684,Service Desk,SDANFXD-L,"Ivanti Service Desk Fixed Analyst License, powered by Landesk"
4,Service Desk,SDANFXD-L-CZCH,"Ivanti Service Desk Fxd Analyst Lic - Czch Only, powered by Landesk"
7,Service Desk,SDANFXD-L-PROMO,"Ivanti Service Desk Fixed Analyst Lic Promo, powered by Landesk"
2,Service Desk,SDANFXD-MSP,"Ivanti Service Desk Standard Fixed Analyst MSP, powered by Landesk"
7,Service Desk,SDANFXD-S,"Ivanti Service Desk Fixed Analyst Subscription, powered by Landesk"
17,Service Desk,SDANFXTOCON-L,"Ivanti Service Desk Fixed to Concurrent Analyst Conversion (3:1), powered by Landesk"
4,Service Desk,SDANFXUPG-L,"Ivanti Service Desk Fixed Analyst Upgrade License (from a previous version), powered by Landesk"
10,Service Desk,SDCM-L,"Ivanti Service Desk Configuration Manager License, powered by Landesk"
21,Service Desk,SDCTI-L,ServiceDesk Computer Telephony Integration (CTI) License
20,Service Desk,SDCTILT-L,SD CTI Qgate Client Licenses (30 Pack)
2,Service Desk,SD-DEVINSTANCE-S,SD SaaS Dev Instance Sub
9,Service Desk,SDDTMI-L,"Ivanti Service Desk Desktop Manager Integrator License, powered by Landesk"
238,Service Desk,SDENTSERVER-L,"Ivanti Service Desk Enterprise Server License, powered by Landesk"
3,Service Desk,SDENTSERVER-S,"Ivanti Service Desk ENT Server Sup, powered by Landesk"
2,Service Desk,SDENTSERVERUPG-L,"Ivanti Service Desk Enterprise Server Upgrade License (from a previous version), powered by Landesk"
