New_Deal_Count,Product_Family,Product_Code,Product_Name
1,HEAT 2014 Premise,SM-UPG-C-SD-SM-L,"Ivanti Service Manager - Upgrade User License Concurrent SD-SM, Powered by HEAT"
1,HEAT 2014 Premise,SM-UPG-F-SD-SM-L,"Ivanti Service Manager - Upgrade User License Fixed(Named) SD-SM, Powered by HEAT"
7,HEAT 2014 PREMISE,SM-VOICE-AGENT-L,"Ivanti Service Manager - Voice Automation Agent Premise License, Powered by HEAT"
1,HEAT 2014 Premise,SM-VOICE-BU-L,"Ivanti Service Manager - Voice Backup Premise License, Powered by HEAT"
1,HEAT 2014 Premise,SM-VOICE-PORT-L,"Ivanti Service Manager - Voice Additional Voice and Routing Port Premise License, Powered by HEAT"
7,HEAT 2014 Premise,SM-VOICE-SUP-L,"Ivanti Service Manager - Voice Automation Supervisor Premise License, Powered by HEAT"
3,Heat 2014 SaaS,HTCMM0001,"Ivanti Serv Mgmt Named Monthly MSP SaaS - Powered by HEAT, Volume/Renewal Only"
69,Heat 2014 SaaS,HTCSV0001,"Ivanti Service Management Named SaaS - Powered by HEAT, Volume/Renewal Only"
95,Heat 2014 SaaS,HTCSV0002,"Ivanti Service Management Concurrent SaaS - Powered by HEAT, Volume/Renewal Only"
23,Heat 2014 SaaS,HTCSV0003,Ivanti SaaS Service Catalog Cloud Subscription - Powered by HEAT
26,Heat 2014 SaaS,HTCSV0005,"Ivanti Email Service - Production SaaS - Powered by HEAT, Volume/Renewal Only"
13,Heat 2014 SaaS,HTCSV0006,"Ivanti Email Service - Staging SaaS - Powered by HEAT, Volume/Renewal Only"
106,Heat 2014 SaaS,HTCSV0007,"Ivanti VPN Service SaaS - Powered by HEAT, Volume/Renewal Only"
15,Heat 2014 SaaS,HTCSV0008,"Ivanti BI Reporting Server SaaS - Powered by HEAT, Volume/Renewal Only"
55,Heat 2014 SaaS,HTCSV0009,"Ivanti HEAT Discovery SaaS - Powered by HEAT, Volume/Renewal Only"
32,Heat 2014 SaaS,HTCSV0010,"Ivanti HEAT Help Desk Named SaaS - Powered by HEAT, Volume/Renewal Only"
37,Heat 2014 SaaS,HTCSV0011,"Ivanti HEAT Help Desk Concurrent SaaS - Powered by HEAT, Volume/Renewal Only"
2,Heat 2014 SaaS,HTCSV0012,"Ivanti HEAT Service Catalog Stand Alone SaaS - Powered by HEAT, Renewal Only"
8,Heat 2014 SaaS,HTCSV0013,"Ivanti HEAT MDM SaaS - Powered by HEAT, Volume/Renewal Only, Renewal Only"
1,Heat 2014 SaaS,HTCSV0014,"Ivanti HEAT Remote (P) 1Yr Subscription - Powered by HEAT, Volume/Renewal Only"
1,Heat 2014 SaaS,HTCSV0015,HEAT Remote Cloud
54,Heat 2014 SaaS,HTCSV0016,"Ivanti HEAT Service Desk Named SaaS - Powered by HEAT, Volume/Renewal Only"
91,Heat 2014 SaaS,HTCSV0017,"Ivanti HEAT Service Desk Concurrent SaaS - Powered by HEAT, Volume/Renewal Only"
3,Heat 2014 SaaS,HTCSV0020,"Ivanti HEAT Cloud Sandbox Tenant SaaS - Powered by HEAT, Renewal Only"
2,Heat 2014 SaaS,HTMCF0001,"Ivanti HEAT Help Desk Concurrent MSP SaaS - Powered by HEAT, Renewal Only"
2,Heat 2014 SaaS,HTMCF0002,"Ivanti HEAT Help Desk Named MSP SaaS - Powered by HEAT, Volume/Renewal Only"
4,Heat 2014 SaaS,HTMCF0003,"Ivanti Service Management Concurrent MSP SaaS - Powered by HEAT, Renewal Only"
1,Heat 2014 SaaS,HTMCF0004,"Ivanti Service Management Named MSP SaaS - Powered by HEAT, Renewal Only"
4,Heat 2014 SaaS,HTMCF0005,"Ivanti Service Desk Concurrent MSP Subscription, Powered by HEAT"
4,Heat 2014 SaaS,HTMCF0006,"Ivanti Service Desk Named MSP Subscription, Powered by HEAT"
32,Heat 2014 SaaS,HTVSV0002,"Ivanti Voice Supervisor SaaS - Powered by HEAT, Volume/Renewal Only"
3,Heat 2014 SaaS,HTVSV0005,"Ivanti Voice Web Statistics Users SaaS - Powered by HEAT, Volume/Renewal Only"
5,Heat 2014 SaaS,HTVSV0006,"Ivanti Voice & Routing Ports SaaS - Powered by HEAT, Volume/Renewal Only"
1,Heat 2014 SaaS,HTVSV0007,"Ivanti Voice Business Users Extensions SaaS - Powered by HEAT, Renewal Only"
1,Heat 2014 SaaS,HTVSV0008,"Ivanti Voice G.729 Call Compression SaaS - Powered by HEAT, Renewal Only"
2,Heat 2014 SaaS,HTVSV0009,"Ivanti Voice Back Up License SaaS - Powered by HEAT, Renewal Only"
43,Heat 2014 SaaS,HTVSV0010,"Ivanti Voice Agent SaaS - Powered by HEAT, Volume/Renewal Only"
8,Heat 2014 SaaS,IPCSV0001,"Ivanti Cloud Voice Agent SaaS - Powered by HEAT, Renewal Only"
10,Heat 2014 SaaS,IPCSV0002,"Ivanti Cloud Voice Supervisor SaaS - Powered by HEAT, Renewal Only"
1,Heat 2014 SaaS,IPCSV0005,HEAT Cloud Web Stats Client
2,Heat 2014 SaaS,IPCSV0008,"Ivanti Cloud Voice and Routing Port SaaS - Powered by HEAT, Renewal Only"
6,Heat 2014 SaaS,ISMSV0001,"Ivanti Cloud Help Desk Concurrent Bundle SaaS - Powered by HEAT, Renewal Only"
5,Heat 2014 SaaS,ISMSV0002,HEAT Cloud Help Desk Named Bundle 1 Yr
22,Heat 2014 SaaS,ISMSV0003,"Ivanti Cloud Service Mgnt Conc Bundle SaaS - Powered by HEAT, Renewal Only"
7,Heat 2014 SaaS,ISMSV0004,"Ivanti Cloud Service Mgnt Named Bundle SaaS - Powered by HEAT, Renewal Only"
3,Heat 2014 SaaS,ISMSV0005,"Ivanti Cloud Asset Management SaaS - Powered by HEAT, Renewal Only"
1,Heat 2014 SaaS,ISMSV0020,"Ivanti Cloud Dedicated Server SaaS - Powered by HEAT, Renewal Only"
11,Heat 2014 SaaS,ISMSV0023,"Ivanti Cloud Email Service– Production SaaS - Powered by HEAT, Volume/Renewal Only"
2,Heat 2014 SaaS,ISMSV0024,HEAT Cloud Email Service – Staging
24,Heat 2014 SaaS,ISMSV0025,"Ivanti HEAT Cloud VPN Service SaaS - Powered by HEAT, Volume/Renewal Only"
1,Heat 2014 SaaS,ISMSV0026,"Ivanti SaaS Platinum - Powered by HEAT, Renewal Only"
1,Heat 2014 SaaS,MIG-SDENT-ISMC-C,"Ivanti Service Desk Enterprise - Migration to Service Manager Concurrent Cloud SaaS Subscription, Powered by HEAT"
2,Heat 2014 SaaS,MIG-SDENT-ISMF-C,"Ivanti Service Desk Enterprise - Migration to Service Manager Fixed Cloud SaaS Subscription, Powered by HEAT"
1,Heat 2014 SaaS,MIG-SDSTD-SMSD-C-C,"Ivanti Service Desk Standard - Migration to Service Desk Concurrent Cloud SaaS Subscription, Powered by HEAT"
2,Heat 2014 SaaS,MIG-SDSTD-SMSD-F-C,"Ivanti Service Desk Standard - Migration to Service Desk Fixed Cloud SaaS Subscription, Powered by HEAT"
7,Heat 2014 SaaS,SCGSV0006,"Ivanti Cloud Service Catalog Unlimited SaaS - Powered by HEAT, Renewal Only"
35,HEAT 2014 SAAS,SM-BI-C,"Ivanti Service Manager - SaaS BI Reporting Server Cloud Subscription, Powered by HEAT"
3,HEAT 2014 SAAS,SM-EMP-C,"Ivanti Service Manager - SaaS Email - Production Email Service Cloud Subscription, Powered by HEAT"
28,HEAT 2014 SAAS,SM-HD-CONC-C,"Ivanti Service Manager - Help Desk SaaS Concurrent Analyst Cloud Subscription, Powered by HEAT"
14,HEAT 2014 SAAS,SM-HD-FXD-C,"Ivanti Service Manager - Help Desk SaaS Fixed (Named) Analyst Cloud Subscription, Powered by HEAT"
43,HEAT 2014 SAAS,SM-SD-CONC-C,"Ivanti Service Manager - Service Desk SaaS Concurrent Analyst Cloud Subscription, Powered by HEAT"
47,HEAT 2014 SAAS,SM-SD-FXD-C,"Ivanti Service Manager - Service Desk SaaS Fixed (Named) Analyst Cloud Subscription, Powered by HEAT"
70,HEAT 2014 SAAS,SM-SM-CONC-C,"Ivanti Service Manager - Service Management SaaS Concurrent Analyst Cloud Subscription, Powered by HEAT"
36,HEAT 2014 SAAS,SM-SM-FXD-C,"Ivanti Service Manager - Service Management SaaS Fixed (Named) Analyst Cloud Subscription, Powered by HEAT"
1,Heat 2014 SaaS,SM-UPG-C-HD-SD-C,"Ivanti Service Manager - SaaS Upgrade User Subscription Concurrent HD-SD, Powered by HEAT"
3,Heat 2014 SaaS,SM-UPG-F-SD-SM-C,"Ivanti Service Manager - SaaS Upgrade User Subscription Fixed(Named) SD-SM, Powered by HEAT"
18,Heat 2014 SaaS,SM-VOICE-AGENT-C,"Ivanti Service Manager - SaaS Voice Automation Agent Cloud Subscription, Powered by HEAT"
5,HEAT 2014 SAAS,SM-VOICE-PORT-C,"Ivanti Service Manager - SaaS Voice Additional Voice and Routing Port Cloud Subscription, Powered by HEAT"
18,HEAT 2014 SAAS,SM-VOICE-SUP-C,"Ivanti Service Manager - SaaS Voice Automation Supervisor CloudSubscription, Powered by HEAT"
78,HEAT 2014 SAAS,SM-VPN-C,"Ivanti Service Manager - SaaS VPN Cloud Subscription, Powered by HEAT"
48,HEAT Classic,HETCL0004,"Ivanti HEAT Classic Perpetual License - Powered by HEAT, Volume Only"
11,HEAT Classic,HMBCL0001,HEAT Mobile Field Service Named License
3,HEAT Classic,HPKCL0001,HEAT Plus Knowledge License
5,HEAT Classic,HPKCL0020,HEAT Plus Knowledge v 9.5 License
6,HEAT Classic,HPKCL0021,HPK for HSS v9.5 License
22,HEAT Classic,HSSCL0002,"Ivanti SelfService Perpetual License, Powered by HEAT, Volume Only"
3,HEAT Classic,IPCCL0091,"Ivanti FRS Voice Agent Perpetual License - Powered by HEAT, Volume Only"
1,HEAT Classic,IPCCL0093,FRS Voice Supervisor HEAT
9,Heat LANrev,ABMCL0001,Absolute Manage Perpetual
19,Heat LANrev,ABMSV0001,"Ivanti Absolute Manage Subscription - Powered by HEAT, Renewal Only"
4,Heat LANrev,AMDCL0001,"Ivanti Absolute Manage MDM Perpetual License - Powered by HEAT, Volume Only"
14,Heat LANrev,AMDSV0001,"Ivanti Absolute Manage MDM Subscription - Powered by HEAT, Renewal Only"
16,Heat LANrev,HLDCL0001,"Ivanti LANrev for Mobile Devices Perpetual License - Powered by HEAT, Volume Only"
17,Heat LANrev,HLDCL0003,"Ivanti Enterprise Mobility Management - per Device License, Powered by Heat"
3,Heat LANrev,HLDSV0001,"Ivanti LANrev for Mobile Devices 1Yr Subscription - Powered by HEAT, Volume/Renewal Only"
1,Heat LANrev,HLDSV0002,"Ivanti LANrev for Mobile Devices 2Yr Subscription - Powered by HEAT, Volume/Renewal Only"
3,Heat LANrev,HLDSV0003,"Ivanti LANrev for Mobile Devices 3Yr Subscription - Powered by HEAT, Volume/Renewal Only"
5,Heat LANrev,HLDSV0007,"Ivanti Enterprise Mobility Management - per Device 3 Year Subscription, Powered by Heat"
7,Heat LANrev,HLDSV0008,"Ivanti Enterprise Mobility Management - per Device 1 Year Subscription, Powered by Heat"
1,Heat LANrev,HLMCF0001,"Ivanti Endpoint Management LANrev - per User License, Powered by Heat"
1,Heat LANrev,HLMCF0003,"Ivanti Endpoint Management LANrev - per User Subscription 1 Year Term, Powered by Heat"
27,Heat LANrev,HLRCL0001,"Ivanti LANrev Perpetual License - Powered by HEAT, Volume Only"
25,Heat LANrev,HLRCL0003,"Ivanti Endpoint Management LANrev - per Device License, Powered by Heat"
6,Heat LANrev,HLRSV0001,"Ivanti LANrev 1Yr Subscription - Powered by HEAT, Volume/Renewal Only"
1,Heat LANrev,HLRSV0002,"Ivanti LANrev 2Yr Subscription - Powered by HEAT, Volume/Renewal Only"
6,Heat LANrev,HLRSV0003,"Ivanti LANrev 3Yr Subscription - Powered by HEAT, Volume/Renewal Only"
4,Heat LANrev,HLRSV0008,"Ivanti Endpoint Management LANrev - per Device Subscription 1 Year Term, Powered by Heat"
1,Heat LANrev,HLRSV0009,"Ivanti Endpoint Management LANrev - per Device Subscription 2 Year Term, Powered by Heat"
3,Heat LANrev,HLRSV0010,"Ivanti Endpoint Management LANrev - per Device Subscription 3 Year Term, Powered by Heat"
6,HIPS,LDHIP-L,"Ivanti Host Intrusion Prevention - Add-on to Ivanti MS or Patch, powered by Landesk"
7,HT OEM,OEMDCSV01,Ivanti OEM Royalty Device Control API Subscription - Powered by HEAT
45,HT OEM,OEMPMCL01,Ivanti OEM Royalty Patch Management API Perpetual License - Powered by HEAT
150,HT OEM,OEMPMMT01,Ivanti OEM Royalty Patch Management API Maintenance - Powered by HEAT
204,HT OEM,OEMPMSV01,Ivanti OEM Royalty Patch Management API Subscription - Powered by HEAT
1,HT OEM,OEMPWSV01,Ivanti OEM Royalty Patch Management Web Service and API Subscription - Powered by HEAT
2,Insight,IN GSP 03 H,"Insight Proof of Concept up to 1,000 seats - 90 day subscription"
124,Insight,IN LIC 00 F,Insight License
124,Insight,IN LIC 00 F,"Insight Licence - Additional Seat over 1,000"
8,Insight,IN LIC 00 S,"Insight Licence - Server Software up to 1,000 seats"
11,IT Asset Manager,ITAM-AM-S,"Ivanti Asset Manager, powered by Landesk"
1,IT Asset Manager,ITAM-DCDCMD-SERV-L,ITAM - Data Center Discovery - CMDB Server License
1,IT Asset Manager,ITAM-DCDSAM-SERV-L,ITAM - Data Center Discovery - SAM Server License
1,IT Asset Manager,ITAM-DCDSAM-SITE-L,ITAM - Data Center Discovery - SAM Site License
11,IT Asset Manager,ITAM-LOC-S,"Ivanti License Optimizer SaaS Subscription for Clients, powered by Landesk"
7,IT Asset Manager,ITAM-LOS-S,"Ivanti License Optimizer SaaS Subscription for Servers, powered by Landesk"
18,IT Asset Manager,LDITAM-AC-L,"Asset Central Lic, powered by Landesk"
11,IT Asset Manager,LDITAM-ACSVR-L,"Asset Central SVR Lic (Incl 5 Fixed An.), powered by Landesk"
52,IT Asset Manager,LDITAM-AI-L,"Asset Intelligence Lic, powered by Landesk"
1,IT Asset Manager,LDITAM-CONC-LOPS,"License Optimizer Implementation Services - PS Day, powered by Landesk"
45,IT Asset Manager,LDITAM-L,"Ivanti IT Asset Management Suite License, powered by Landesk"
2,IT Asset Manager,LDITAM-LOC-S,"License Optimizer Core Service Subscription, powered by Landesk"
8,IT Asset Manager,LDITAM-LOED-S,"License Optimizer Enterprise Desktop OS Subscription, powered by Landesk"
8,IT Asset Manager,LDITAM-LOES-S,"License Optimizer Enterprise Server Subscription, powered by Landesk"
8,IT Asset Manager,LDITAMSVR-L,ITAM Suite Server LIC (incl 5 fixed analysts)
3,ITSM Core,CFMCL0088,"Ivanti Configuration 6.X Concurrent Perpetual License - Powered by HEAT, Volume Only"
2,ITSM Core,CFMCL0135,"Ivanti Config v7 Enterprise Edition Named Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,CFMCL0136,Configuration v7 Enterprise Edition Concurrent License
3,ITSM Core,CFMCL0138,AdHoc Configuration 7.X Concurrent Lic
1,ITSM Core,CFMSL0001,Configuration Server
5,ITSM Core,CHMCL0088,"Ivanti Change 6.X Concurrent Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,CHMCL0135,Change v7 Enterprise Edition Named License
4,ITSM Core,CHMCL0136,Change v7 Enterprise Edition Concurrent License
4,ITSM Core,CHMCL0138,"Ivanti AdHoc Change 7.X Concurrent Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,CHMSL0001,Change Server
1,ITSM Core,ELGCL0013,DSM Personality Migration License - Addon for DSM for Migration
3,ITSM Core,EOICL0004,DSM OS Imaging License - Addon for DSM for OS Deployment
1,ITSM Core,FNDCL0199,"Ivanti ITSM Production - Hot Standby Perpetual License - Powered by HEAT, Volume Only"
8,ITSM Core,FNDCL0281,"Ivanti Foundation 6.X Perpetual License - Powered by HEAT, Volume Only"
2,ITSM Core,HLDCL0003,"Ivanti Enterprise Mobility Management - per Device License, Powered by Heat"
1,ITSM Core,HLRCL0003,"Ivanti Endpoint Management LANrev - per Device License, Powered by Heat"
1,ITSM Core,HLRSV0008,"Ivanti Endpoint Management LANrev - per Device Subscription 1 Year Term, Powered by Heat"
5,ITSM Core,HSBCL00001,"Ivanti Server Management SBC User License, Powered by Heat"
1,ITSM Core,HTDCF0015,Ivanti DSM Perpetual License - Formerly HEAT Client Management DSM
2,ITSM Core,ICMCL0118,"Ivanti Incident 6.X Named Perpetual License - Powered by HEAT, Volume Only"
5,ITSM Core,ICMCL0120,"Ivanti Incident 6.X Concurrent Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,ICMCL0186,"Ivanti AdHoc Incident 7.X Named Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,ICMSL0001,Incident Server
6,ITSM Core,IFSCL0001,ITSM Mobile Field Service Named License
2,ITSM Core,IPCCF0001,FRS Voice Communication Mgmt
2,ITSM Core,IPCCL0011,Outbound Server Module
2,ITSM Core,IPCCL0032,Web Statistics Client
2,ITSM Core,IPCCL0034,Web Statistics Module
1,ITSM Core,IPCCL0044,Outbound Autodial Line
1,ITSM Core,IPCCL0048,Voice Self Service Package
1,ITSM Core,IPCCL0073,FRS Voice Agent
5,ITSM Core,IPCSL0002,IPCM Backup/Hot Standby Server
1,ITSM Core,ISKCL0047,"Ivanti ITSM Knowledge Mgmt 6.X Named Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,ISKCL0049,"Ivanti ITSM Knowledge Mgmt 6.X Concurrent Perpetual License - Powered by HEAT, Volume Only"
2,ITSM Core,ISKCL0056,"Ivanti ITSM Knowledge for Self Service 6.X Perpetual License - Powered by HEAT, Volume Only"
2,ITSM Core,ISKCL0135,ITSM Knowledge Mgmt v7 Enterprise Edition Named
4,ITSM Core,ISKCL0136,ITSM Knowledge Mgmt v7 Enterprise Edition Concurrent
17,ITSM Core,ISKCL0137,ITSM Knowledge for Self Service v7 Enterprise Edition
15,ITSM Core,ISMCF0003,"Ivanti ITSM v7 Service Desk Problem Conc Perpetual License - Powered by HEAT, Volume Only"
6,ITSM Core,ISMCF0004,ITSM v7 Enterprise Bundle Conc
5,ITSM Core,ISMCF0006,"Ivanti ITSM v7 Service Desk Problem Named Perpetual License - Powered by HEAT, Volume Only"
6,ITSM Core,ISMCF0008,ITSM v7 Enterprise Bundle Named
10,ITSM Core,ISMCF0010,"Ivanti ITSM v7 Service Desk Knowledge Conc Perpetual License - Powered by HEAT, Volume Only"
5,ITSM Core,ISMCF0012,"Ivanti ITSM v7 Service Desk Knowledge Named Perpetual License - Powered by HEAT, Volume Only"
2,ITSM Core,PRMCL0087,"Ivanti Problem 6.X Concurrent Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,PRMCL0135,Problem v7 Enterprise Edition Named License
1,ITSM Core,PRMCL0138,AdHoc Problem 7.X Concurrent License
1,ITSM Core,PRMSL0001,Problem Server
1,ITSM Core,QMTCL0005,"Ivanti Quality Mgmt (Call Recording) Port Perpetual License - Powered by HEAT, Volume Only"
6,ITSM Core,QMTCL0009,"Ivanti Quality Mgmt (Call Recording) Mod Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,RLMCL0137,AdHoc Release 7.X Named License
1,ITSM Core,RLMCL0138,AdHoc Release 7.X Concurrent License
6,ITSM Core,SCGCL0001,Service Catalog License
9,ITSM Core,SCGCL0003,Service Catalog Unlimited License
2,ITSM Core,SEMCL0038,"Ivanti ITSM Enhanced Self Service v6.X Perpetual License - Powered by HEAT, Volume Only"
25,ITSM Core,SEMCL0067,ITSM Enhanced Self Service v7 Enterprise Edition
1,ITSM Core,SLMCL0088,"Ivanti SLM 6.X Concurrent Perpetual License - Powered by HEAT, Volume Only"
1,ITSM Core,SLMCL0136,"Ivanti SLM v7 Enterprise Edition Concurrent Perpetual License - Powered by HEAT, Volume Only"
5,ITSM Core,SLMCL0138,AdHoc SLM 7.X Concurrent License
1,LAN Desk (other),11-CS-7XG,CloudSync Encryption TG 500-999 Licenses
12,LAN Desk (other),CMGEME-L,Credant Tech CMG External Media Encryption (Per Device)
117,LAN Desk (other),CMGENT-L,Credant Tech CMG Enterprise (Per Device)
30,LAN Desk (other),CMGENTS100-L,Credant Tech CMG SRVR(Up To 100 Devices)
15,LAN Desk (other),CMGENTS250-L,Credant Tech CMG SRVR(Up To 250 Devices)
41,LAN Desk (other),CMGENTS25K-L,Credant Tech CMG SRVR(Up To 25K Devices)
18,LAN Desk (other),CMGENTS500-L,Credant Tech CMG SRVR(Up To 500 Devices)
4,LAN Desk (other),CMGMDSVR-L,Credant Tech CMG Server Multi Domain upgrade License (2 additional domains)
30,LAN Desk (other),HE-LDENCR-E,Encryption Subscription (HE FTE)
29,LAN Desk (other),HE-LDMO-E,"Ivanti Mobility Manager Subscription FTE, powered by Landesk"
11,LAN Desk (other),LD-AGENCY-L,Ivanti Agency Model - License
1,LAN Desk (other),LD-AGENCY-S,Ivanti Agency Model - Subscription
1,LAN Desk (other),LDCRD-L-EDCLS,Lenovo Classroom Director-Education Single Classroom less than 10 nodes
4,LAN Desk (other),LD-MEDIA,Media
2,LAN Desk (other),LDMO-E,"Ivanti Mobility Manager Sub K-12 FTE, powered by Landesk"
228,LAN Desk (other),LDMO-L,"Ivanti Mobility Manager Add-On To Ivanti MS License, powered by Landesk"
75,LAN Desk (other),LDMO-L-PROMO,LANDesk® Mobility Manager License Promo
4,LAN Desk (other),LDSDK-L,LANDESK SOFTWARE DEVELOPMENT KIT
58,LAN Desk (other),LHPM-L,Lenovo Hardware Password Manager
7,LAN Desk (other),LVMO-L,LENOVO MOBILITY MANAGER LIC
8,LAN Desk (other),PETOOLKIT,LANDESK PE TOOLKIT
1,LAN Desk (other),SMCP-S-109,SMC PRO ANNUAL SUB 10-999
1,LAN Desk (other),WMSDFDE-E,Ivanti Winmagic Encryption Sub - FTE
53,LAN Desk (other),WMSDFDE-L,WinMagic FDE Lic
2,LAN Desk (other),WMSDFFE-L,WinMagic FFE Lic
58,LDHM,LDHM-L,"Ivanti Handheld Manager, powered by Landesk"
58,LDHM,LDHM-L,LANDesk Handheld Manager
191,LDIM (Inventory Manager),LDIM-L,"Ivanti Inventory Manager, powered by Landesk"
820,LDMG (Management Gateway),LDMG1000-001,"Cloud Services/Management Gateway Appliance Nema 5-15 (US, CA, MX)"
4,LDMG (Management Gateway),LDMG1000-001-PRMO2,LANDESK CLOUD SERVICES APPLIANCE PROMO 2
3,LDMG (Management Gateway),LDMG1000-001-PROMO,LANDESK CLOUD SERVICES APPLIANCE PROMO
4,LDMG (Management Gateway),LDMG1000-101,"Cloud Services/Management Gateway Appliance Nema 5-15 (TW, TH)"
7,LDMG (Management Gateway),LDMG1000-102,"Cloud Services/Management Gateway Appliance BS 1363 (SG, HK)"
16,LDMG (Management Gateway),LDMG1000-103,Cloud Services/Management Gateway Appliance GB1002 (CN)
18,LDMG (Management Gateway),LDMG1000-105,Cloud Services/Management Gateway Appliance JIS-8303 (JP)
3,LDMG (Management Gateway),LDMG1000-106,Cloud Services/Management Gateway Appliance BS 546 (IN)
4,LDMG (Management Gateway),LDMG1000-107,"Cloud Services/Management Gateway Appliance AS 3112 (AU, NZ)"
73,LDMG (Management Gateway),LDMG1000-201,Cloud Services/Management Gateway Appliance BS 1363 (PK)
73,LDMG (Management Gateway),LDMG1000-201,"Cloud Services/Management Gateway Appliance BS 1363 (UK, IE, PK)"
138,LDMG (Management Gateway),LDMG1000-202,Cloud Services/Management Gateway Appliance CEE-7/7 (EU)
4,LDMG (Management Gateway),LDMG1000-203,Cloud Services/Management Gateway Appliance SEC 1011 (CH)
937,LDMG (Management Gateway),LDVCSA-L,Ivanti Virtual Cloud Svcs Appliance Lic
2,LDMG (Management Gateway),LDVCSA-L-PROMO,VIRTUAL CLOUD SERVICES APP LIC PROMO
5,LDMG (Management Gateway),LDVCSA-L-PROMO2,VIRTUAL CLOUD SERVICES APP LIC PROMO 2
1,LDMG (Management Gateway),LDVMG-L,LANDESK VIRTUAL MANAGEMENT GATEWAY LIC
1,LDMS,IMIGMAN-L,"Ivanti Migration Manager Perpetual License (Tranxition), Powered by LANDESK"
14,LDMS,LDDA-L-MSP,"Ivanti Data Analytics Lic MSP, powered by Landesk"
271,LDMS,LDIM-L,"Ivanti Inventory Manager, powered by Landesk"
2,LDMS,LDMS6MO-L,"Ivanti Management Suite 6 Month Project, powered by Landesk"
296,LDMS,LDMS-E,Ivanti Endpoint Manager FTE
4,LDMS,LDMSHOST-S,"EPM Hosting Fee, formerly LDMS"
9086,LDMS,LDMS-L,Ivanti Endpoint Manager
96,LDMS,LDMS-L-01,LANDesk Management Suite 1-499 Nodes
28,LDMS,LDMS-L-02,LANDesk Management Suite 500-999 Nodes
28,LDMS,LDMS-L-03,LANDesk Management Suite 1000-1999 Nodes
26,LDMS,LDMS-L-04,LANDesk Management Suite 2000-4999 Nodes
10,LDMS,LDMS-L-05,LANDesk Management Suite 5000-9999 Nodes
12,LDMS,LDMS-L-06,LANDesk Management Suite 10000+ Nodes
195,LDMS,LDMS-L-MSP,"Ivanti Endpoint Manager MSP, powered by Landesk (formerly Management Suite)"
1,LDMS,LDMS-L-PROMO,"Ivanti Management Suite Lic Promo, powered by Landesk"
1,LDMS,LDMS-L-SS-ADDN,"Ivanti Management Suite Add-on to IvantiSS, powered by Landesk"
153,LDMS,LDMS-L-UPG,"Ivanti EPM UPGRADE (FROM EARLIER VERSION), powered by Landesk (formerly Management Suite)"
2,LDMS,LDMSMYUP-M-E,"EPM MID-YEAR UPGRADE PROTECTION, formerly LDMS"
2,LDMS,LDMSMYUP-M-E,LANDesk Management Suite PMA to EMA Upgrade (Mid-term Only)
9,LDMS,LDMS-S,"Ivanti Endpoint Manager SUBSCRIPTION, powered by Landesk (formerly Management Suite)"
8,LDMS,LDMSSAAS-S,"Endpoint Manager Cloud Subscription, powered by Landesk (formerly Management Suite)"
793,LDMS,LDMSSMB-L,"Ivanti Endpoint Manager LIC SMB, powered by Landesk (formerly Management Suite)"
5,LDMS,LDMSSMB-L-TVT,LANDESK MANAGEMENT SUITE LIC-LENOVO TVT
9,LDMS,LDMSSUP-M,"Ivanti Endpoint Manager SUP, powered by Landesk (formerly Management Suite)"
23,LDMS,LDMSTVT-L,"Ivanti Endpoint Manager FOR TVT LICENSE, powered by Landesk (formerly Management Suite)"
5,LDMS,LDMSTVTUPG-L,"Ivanti Endpoint Manager FOR TVT LIC UPG, powered by Landesk (formerly Management Suite)"
4,LDMS,LDSV-L-UPG,LANDesk Server Manager Upgrade (from earlier version)
1,LDMS,LMM-L,"Ivanti Mobility Manager, powered by Landesk"
1,LDMS,UEM-SUITE-L,Ivanti Unified Endpoint Management Suite Perpetual License
11,LetMobile,LDLTMBL-L,LetMobile License
2,LetMobile,LDLTMBLSAAS-S,LetMobile SaaS Subscription 1 Yr
3,LetMobile,LDMBLSSNB-L,"Ivanti Mobile Sec Suite Lic - Node Based, powered by Landesk"
2,LetMobile,LDMBLSSSAAS-S,"Ivanti Mobile Sec Suite - SaaS - User Based, powered by Landesk"
1,LetMobile,LDMBLSSUB-L,"Ivanti Mobile Sec Suite Lic - User Based, powered by Landesk"
17,Managed Planet,HE-LDDA-E,"Ivanti Data Analytics Subscription, powered by Landesk"
10,Managed Planet,LDDAACL-L,"Ivanti Data Analytics Asset Control Lic, powered by Landesk"
17,Managed Planet,LDDADTSAC-L,"Ivanti Data Analytics DTS And Asset Lic, powered by Landesk"
448,Managed Planet,LDDADTSERPAC-L,"Ivanti Data Analytics DTS ERP Asset Lic, powered by Landesk"
8,Managed Planet,LDDADTSERPAC-L-PMO,LD Data Analytics DTS ERP AC Lic Promo
1,Managed Planet,LDDADTSERPAC-L-UPG,"Ivanti DA DTS ERP Asset Lic UPG, powered by Landesk"
